recipe_id,name,cuisine,ingredients,instructions
790,Recipe 790,Indian,"beans,corn,tomato",Bake until golden
791,Recipe 791,Italian,"chicken,onion,spices",Blend and simmer
792,Recipe 792,British,"beef,potato,carrot",Cook slowly for 30 minutes
793,Recipe 793,Chinese,"pasta,cheese,cream",Boil and mix ingredients
794,Recipe 794,American,"rice,vegetables,soy sauce",Simmer for 45 minutes
795,Recipe 795,Mexican,"tomato,onion,garlic",Stir fry on high heat
796,Recipe 796,French,"fish,lemon,herbs",Bake until golden
797,Recipe 797,Japanese,"beans,corn,tomato",Blend and simmer
798,Recipe 798,Thai,"chicken,onion,spices",Cook slowly for 30 minutes
799,Recipe 799,Mediterranean,"beef,potato,carrot",Boil and mix ingredients
800,Recipe 800,Indian,"pasta,cheese,cream",Simmer for 45 minutes
801,Recipe 801,Italian,"rice,vegetables,soy sauce",Stir fry on high heat
802,Recipe 802,British,"tomato,onion,garlic",Bake until golden
803,Recipe 803,Chinese,"fish,lemon,herbs",Blend and simmer
804,Recipe 804,American,"beans,corn,tomato",Cook slowly for 30 minutes
805,Recipe 805,Mexican,"chicken,onion,spices",Boil and mix ingredients
806,Recipe 806,French,"beef,potato,carrot",Simmer for 45 minutes
807,Recipe 807,Japanese,"pasta,cheese,cream",Stir fry on high heat
808,Recipe 808,Thai,"rice,vegetables,soy sauce",Bake until golden
809,Recipe 809,Mediterranean,"tomato,onion,garlic",Blend and simmer
810,Recipe 810,Indian,"fish,lemon,herbs",Cook slowly for 30 minutes
811,Recipe 811,Italian,"beans,corn,tomato",Boil and mix ingredients
812,Recipe 812,British,"chicken,onion,spices",Simmer for 45 minutes
813,Recipe 813,Chinese,"beef,potato,carrot",Stir fry on high heat
814,Recipe 814,American,"pasta,cheese,cream",Bake until golden
815,Recipe 815,Mexican,"rice,vegetables,soy sauce",Blend and simmer
816,Recipe 816,French,"tomato,onion,garlic",Cook slowly for 30 minutes
817,Recipe 817,Japanese,"fish,lemon,herbs",Boil and mix ingredients
818,Recipe 818,Thai,"beans,corn,tomato",Simmer for 45 minutes
819,Recipe 819,Mediterranean,"chicken,onion,spices",Stir fry on high heat
820,Recipe 820,Indian,"beef,potato,carrot",Bake until golden
821,Recipe 821,Italian,"pasta,cheese,cream",Blend and simmer
822,Recipe 822,British,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
823,Recipe 823,Chinese,"tomato,onion,garlic",Boil and mix ingredients
824,Recipe 824,American,"fish,lemon,herbs",Simmer for 45 minutes
825,Recipe 825,Mexican,"beans,corn,tomato",Stir fry on high heat
826,Recipe 826,French,"chicken,onion,spices",Bake until golden
827,Recipe 827,Japanese,"beef,potato,carrot",Blend and simmer
828,Recipe 828,Thai,"pasta,cheese,cream",Cook slowly for 30 minutes
829,Recipe 829,Mediterranean,"rice,vegetables,soy sauce",Boil and mix ingredients
830,Recipe 830,Indian,"tomato,onion,garlic",Simmer for 45 minutes
831,Recipe 831,Italian,"fish,lemon,herbs",Stir fry on high heat
832,Recipe 832,British,"beans,corn,tomato",Bake until golden
833,Recipe 833,Chinese,"chicken,onion,spices",Blend and simmer
834,Recipe 834,American,"beef,potato,carrot",Cook slowly for 30 minutes
835,Recipe 835,Mexican,"pasta,cheese,cream",Boil and mix ingredients
836,Recipe 836,French,"rice,vegetables,soy sauce",Simmer for 45 minutes
837,Recipe 837,Japanese,"tomato,onion,garlic",Stir fry on high heat
838,Recipe 838,Thai,"fish,lemon,herbs",Bake until golden
839,Recipe 839,Mediterranean,"beans,corn,tomato",Blend and simmer
840,Recipe 840,Indian,"chicken,onion,spices",Cook slowly for 30 minutes
841,Recipe 841,Italian,"beef,potato,carrot",Boil and mix ingredients
842,Recipe 842,British,"pasta,cheese,cream",Simmer for 45 minutes
843,Recipe 843,Chinese,"rice,vegetables,soy sauce",Stir fry on high heat
844,Recipe 844,American,"tomato,onion,garlic",Bake until golden
845,Recipe 845,Mexican,"fish,lemon,herbs",Blend and simmer
846,Recipe 846,French,"beans,corn,tomato",Cook slowly for 30 minutes
847,Recipe 847,Japanese,"chicken,onion,spices",Boil and mix ingredients
848,Recipe 848,Thai,"beef,potato,carrot",Simmer for 45 minutes
849,Recipe 849,Mediterranean,"pasta,cheese,cream",Stir fry on high heat
850,Recipe 850,Indian,"rice,vegetables,soy sauce",Bake until golden
851,Recipe 851,Italian,"tomato,onion,garlic",Blend and simmer
852,Recipe 852,British,"fish,lemon,herbs",Cook slowly for 30 minutes
853,Recipe 853,Chinese,"beans,corn,tomato",Boil and mix ingredients
854,Recipe 854,American,"chicken,onion,spices",Simmer for 45 minutes
855,Recipe 855,Mexican,"beef,potato,carrot",Stir fry on high heat
856,Recipe 856,French,"pasta,cheese,cream",Bake until golden
857,Recipe 857,Japanese,"rice,vegetables,soy sauce",Blend and simmer
858,Recipe 858,Thai,"tomato,onion,garlic",Cook slowly for 30 minutes
859,Recipe 859,Mediterranean,"fish,lemon,herbs",Boil and mix ingredients
860,Recipe 860,Indian,"beans,corn,tomato",Simmer for 45 minutes
861,Recipe 861,Italian,"chicken,onion,spices",Stir fry on high heat
862,Recipe 862,British,"beef,potato,carrot",Bake until golden
863,Recipe 863,Chinese,"pasta,cheese,cream",Blend and simmer
864,Recipe 864,American,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
865,Recipe 865,Mexican,"tomato,onion,garlic",Boil and mix ingredients
866,Recipe 866,French,"fish,lemon,herbs",Simmer for 45 minutes
867,Recipe 867,Japanese,"beans,corn,tomato",Stir fry on high heat
868,Recipe 868,Thai,"chicken,onion,spices",Bake until golden
869,Recipe 869,Mediterranean,"beef,potato,carrot",Blend and simmer
870,Recipe 870,Indian,"pasta,cheese,cream",Cook slowly for 30 minutes
871,Recipe 871,Italian,"rice,vegetables,soy sauce",Boil and mix ingredients
872,Recipe 872,British,"tomato,onion,garlic",Simmer for 45 minutes
873,Recipe 873,Chinese,"fish,lemon,herbs",Stir fry on high heat
874,Recipe 874,American,"beans,corn,tomato",Bake until golden
875,Recipe 875,Mexican,"chicken,onion,spices",Blend and simmer
876,Recipe 876,French,"beef,potato,carrot",Cook slowly for 30 minutes
877,Recipe 877,Japanese,"pasta,cheese,cream",Boil and mix ingredients
878,Recipe 878,Thai,"rice,vegetables,soy sauce",Simmer for 45 minutes
879,Recipe 879,Mediterranean,"tomato,onion,garlic",Stir fry on high heat
880,Recipe 880,Indian,"fish,lemon,herbs",Bake until golden
881,Recipe 881,Italian,"beans,corn,tomato",Blend and simmer
882,Recipe 882,British,"chicken,onion,spices",Cook slowly for 30 minutes
883,Recipe 883,Chinese,"beef,potato,carrot",Boil and mix ingredients
884,Recipe 884,American,"pasta,cheese,cream",Simmer for 45 minutes
885,Recipe 885,Mexican,"rice,vegetables,soy sauce",Stir fry on high heat
886,Recipe 886,French,"tomato,onion,garlic",Bake until golden
887,Recipe 887,Japanese,"fish,lemon,herbs",Blend and simmer
888,Recipe 888,Thai,"beans,corn,tomato",Cook slowly for 30 minutes
889,Recipe 889,Mediterranean,"chicken,onion,spices",Boil and mix ingredients
890,Recipe 890,Indian,"beef,potato,carrot",Simmer for 45 minutes
891,Recipe 891,Italian,"pasta,cheese,cream",Stir fry on high heat
892,Recipe 892,British,"rice,vegetables,soy sauce",Bake until golden
893,Recipe 893,Chinese,"tomato,onion,garlic",Blend and simmer
894,Recipe 894,American,"fish,lemon,herbs",Cook slowly for 30 minutes
895,Recipe 895,Mexican,"beans,corn,tomato",Boil and mix ingredients
896,Recipe 896,French,"chicken,onion,spices",Simmer for 45 minutes
897,Recipe 897,Japanese,"beef,potato,carrot",Stir fry on high heat
898,Recipe 898,Thai,"pasta,cheese,cream",Bake until golden
899,Recipe 899,Mediterranean,"rice,vegetables,soy sauce",Blend and simmer
900,Recipe 900,Indian,"tomato,onion,garlic",Cook slowly for 30 minutes
901,Recipe 901,Italian,"fish,lemon,herbs",Boil and mix ingredients
902,Recipe 902,British,"beans,corn,tomato",Simmer for 45 minutes
903,Recipe 903,Chinese,"chicken,onion,spices",Stir fry on high heat
904,Recipe 904,American,"beef,potato,carrot",Bake until golden
905,Recipe 905,Mexican,"pasta,cheese,cream",Blend and simmer
906,Recipe 906,French,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
907,Recipe 907,Japanese,"tomato,onion,garlic",Boil and mix ingredients
908,Recipe 908,Thai,"fish,lemon,herbs",Simmer for 45 minutes
909,Recipe 909,Mediterranean,"beans,corn,tomato",Stir fry on high heat
910,Recipe 910,Indian,"chicken,onion,spices",Bake until golden
911,Recipe 911,Italian,"beef,potato,carrot",Blend and simmer
912,Recipe 912,British,"pasta,cheese,cream",Cook slowly for 30 minutes
913,Recipe 913,Chinese,"rice,vegetables,soy sauce",Boil and mix ingredients
914,Recipe 914,American,"tomato,onion,garlic",Simmer for 45 minutes
915,Recipe 915,Mexican,"fish,lemon,herbs",Stir fry on high heat
916,Recipe 916,French,"beans,corn,tomato",Bake until golden
917,Recipe 917,Japanese,"chicken,onion,spices",Blend and simmer
918,Recipe 918,Thai,"beef,potato,carrot",Cook slowly for 30 minutes
919,Recipe 919,Mediterranean,"pasta,cheese,cream",Boil and mix ingredients
920,Recipe 920,Indian,"rice,vegetables,soy sauce",Simmer for 45 minutes
921,Recipe 921,Italian,"tomato,onion,garlic",Stir fry on high heat
922,Recipe 922,British,"fish,lemon,herbs",Bake until golden
923,Recipe 923,Chinese,"beans,corn,tomato",Blend and simmer
924,Recipe 924,American,"chicken,onion,spices",Cook slowly for 30 minutes
925,Recipe 925,Mexican,"beef,potato,carrot",Boil and mix ingredients
926,Recipe 926,French,"pasta,cheese,cream",Simmer for 45 minutes
927,Recipe 927,Japanese,"rice,vegetables,soy sauce",Stir fry on high heat
928,Recipe 928,Thai,"tomato,onion,garlic",Bake until golden
929,Recipe 929,Mediterranean,"fish,lemon,herbs",Blend and simmer
930,Recipe 930,Indian,"beans,corn,tomato",Cook slowly for 30 minutes
931,Recipe 931,Italian,"chicken,onion,spices",Boil and mix ingredients
932,Recipe 932,British,"beef,potato,carrot",Simmer for 45 minutes
933,Recipe 933,Chinese,"pasta,cheese,cream",Stir fry on high heat
934,Recipe 934,American,"rice,vegetables,soy sauce",Bake until golden
935,Recipe 935,Mexican,"tomato,onion,garlic",Blend and simmer
936,Recipe 936,French,"fish,lemon,herbs",Cook slowly for 30 minutes
937,Recipe 937,Japanese,"beans,corn,tomato",Boil and mix ingredients
938,Recipe 938,Thai,"chicken,onion,spices",Simmer for 45 minutes
939,Recipe 939,Mediterranean,"beef,potato,carrot",Stir fry on high heat
940,Recipe 940,Indian,"pasta,cheese,cream",Bake until golden
941,Recipe 941,Italian,"rice,vegetables,soy sauce",Blend and simmer
942,Recipe 942,British,"tomato,onion,garlic",Cook slowly for 30 minutes
943,Recipe 943,Chinese,"fish,lemon,herbs",Boil and mix ingredients
944,Recipe 944,American,"beans,corn,tomato",Simmer for 45 minutes
945,Recipe 945,Mexican,"chicken,onion,spices",Stir fry on high heat
946,Recipe 946,French,"beef,potato,carrot",Bake until golden
947,Recipe 947,Japanese,"pasta,cheese,cream",Blend and simmer
948,Recipe 948,Thai,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
949,Recipe 949,Mediterranean,"tomato,onion,garlic",Boil and mix ingredients
950,Recipe 950,Indian,"fish,lemon,herbs",Simmer for 45 minutes
951,Recipe 951,Italian,"beans,corn,tomato",Stir fry on high heat
952,Recipe 952,British,"chicken,onion,spices",Bake until golden
953,Recipe 953,Chinese,"beef,potato,carrot",Blend and simmer
954,Recipe 954,American,"pasta,cheese,cream",Cook slowly for 30 minutes
955,Recipe 955,Mexican,"rice,vegetables,soy sauce",Boil and mix ingredients
956,Recipe 956,French,"tomato,onion,garlic",Simmer for 45 minutes
957,Recipe 957,Japanese,"fish,lemon,herbs",Stir fry on high heat
958,Recipe 958,Thai,"beans,corn,tomato",Bake until golden
959,Recipe 959,Mediterranean,"chicken,onion,spices",Blend and simmer
960,Recipe 960,Indian,"beef,potato,carrot",Cook slowly for 30 minutes
961,Recipe 961,Italian,"pasta,cheese,cream",Boil and mix ingredients
962,Recipe 962,British,"rice,vegetables,soy sauce",Simmer for 45 minutes
963,Recipe 963,Chinese,"tomato,onion,garlic",Stir fry on high heat
964,Recipe 964,American,"fish,lemon,herbs",Bake until golden
965,Recipe 965,Mexican,"beans,corn,tomato",Blend and simmer
966,Recipe 966,French,"chicken,onion,spices",Cook slowly for 30 minutes
967,Recipe 967,Japanese,"beef,potato,carrot",Boil and mix ingredients
968,Recipe 968,Thai,"pasta,cheese,cream",Simmer for 45 minutes
969,Recipe 969,Mediterranean,"rice,vegetables,soy sauce",Stir fry on high heat
970,Recipe 970,Indian,"tomato,onion,garlic",Bake until golden
971,Recipe 971,Italian,"fish,lemon,herbs",Blend and simmer
972,Recipe 972,British,"beans,corn,tomato",Cook slowly for 30 minutes
973,Recipe 973,Chinese,"chicken,onion,spices",Boil and mix ingredients
974,Recipe 974,American,"beef,potato,carrot",Simmer for 45 minutes
975,Recipe 975,Mexican,"pasta,cheese,cream",Stir fry on high heat
976,Recipe 976,French,"rice,vegetables,soy sauce",Bake until golden
977,Recipe 977,Japanese,"tomato,onion,garlic",Blend and simmer
978,Recipe 978,Thai,"fish,lemon,herbs",Cook slowly for 30 minutes
979,Recipe 979,Mediterranean,"beans,corn,tomato",Boil and mix ingredients
980,Recipe 980,Indian,"chicken,onion,spices",Simmer for 45 minutes
981,Recipe 981,Italian,"beef,potato,carrot",Stir fry on high heat
982,Recipe 982,British,"pasta,cheese,cream",Bake until golden
983,Recipe 983,Chinese,"rice,vegetables,soy sauce",Blend and simmer
984,Recipe 984,American,"tomato,onion,garlic",Cook slowly for 30 minutes
985,Recipe 985,Mexican,"fish,lemon,herbs",Boil and mix ingredients
986,Recipe 986,French,"beans,corn,tomato",Simmer for 45 minutes
987,Recipe 987,Japanese,"chicken,onion,spices",Stir fry on high heat
988,Recipe 988,Thai,"beef,potato,carrot",Bake until golden
989,Recipe 989,Mediterranean,"pasta,cheese,cream",Blend and simmer
990,Recipe 990,Indian,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
991,Recipe 991,Italian,"tomato,onion,garlic",Boil and mix ingredients
992,Recipe 992,British,"fish,lemon,herbs",Simmer for 45 minutes
993,Recipe 993,Chinese,"beans,corn,tomato",Stir fry on high heat
994,Recipe 994,American,"chicken,onion,spices",Bake until golden
995,Recipe 995,Mexican,"beef,potato,carrot",Blend and simmer
996,Recipe 996,French,"pasta,cheese,cream",Cook slowly for 30 minutes
997,Recipe 997,Japanese,"rice,vegetables,soy sauce",Boil and mix ingredients
998,Recipe 998,Thai,"tomato,onion,garlic",Simmer for 45 minutes
999,Recipe 999,Mediterranean,"fish,lemon,herbs",Stir fry on high heat
1000,Recipe 1000,Indian,"beans,corn,tomato",Bake until golden
1001,Recipe 1001,Italian,"chicken,onion,spices",Blend and simmer
1002,Recipe 1002,British,"beef,potato,carrot",Cook slowly for 30 minutes
1003,Recipe 1003,Chinese,"pasta,cheese,cream",Boil and mix ingredients
1004,Recipe 1004,American,"rice,vegetables,soy sauce",Simmer for 45 minutes
1005,Recipe 1005,Mexican,"tomato,onion,garlic",Stir fry on high heat
1006,Recipe 1006,French,"fish,lemon,herbs",Bake until golden
1007,Recipe 1007,Japanese,"beans,corn,tomato",Blend and simmer
1008,Recipe 1008,Thai,"chicken,onion,spices",Cook slowly for 30 minutes
1009,Recipe 1009,Mediterranean,"beef,potato,carrot",Boil and mix ingredients
1010,Recipe 1010,Indian,"pasta,cheese,cream",Simmer for 45 minutes
1011,Recipe 1011,Italian,"rice,vegetables,soy sauce",Stir fry on high heat
1012,Recipe 1012,British,"tomato,onion,garlic",Bake until golden
1013,Recipe 1013,Chinese,"fish,lemon,herbs",Blend and simmer
1014,Recipe 1014,American,"beans,corn,tomato",Cook slowly for 30 minutes
1015,Recipe 1015,Mexican,"chicken,onion,spices",Boil and mix ingredients
1016,Recipe 1016,French,"beef,potato,carrot",Simmer for 45 minutes
1017,Recipe 1017,Japanese,"pasta,cheese,cream",Stir fry on high heat
1018,Recipe 1018,Thai,"rice,vegetables,soy sauce",Bake until golden
1019,Recipe 1019,Mediterranean,"tomato,onion,garlic",Blend and simmer
1020,Recipe 1020,Indian,"fish,lemon,herbs",Cook slowly for 30 minutes
1021,Recipe 1021,Italian,"beans,corn,tomato",Boil and mix ingredients
1022,Recipe 1022,British,"chicken,onion,spices",Simmer for 45 minutes
1023,Recipe 1023,Chinese,"beef,potato,carrot",Stir fry on high heat
1024,Recipe 1024,American,"pasta,cheese,cream",Bake until golden
1025,Recipe 1025,Mexican,"rice,vegetables,soy sauce",Blend and simmer
1026,Recipe 1026,French,"tomato,onion,garlic",Cook slowly for 30 minutes
1027,Recipe 1027,Japanese,"fish,lemon,herbs",Boil and mix ingredients
1028,Recipe 1028,Thai,"beans,corn,tomato",Simmer for 45 minutes
1029,Recipe 1029,Mediterranean,"chicken,onion,spices",Stir fry on high heat
1030,Recipe 1030,Indian,"beef,potato,carrot",Bake until golden
1031,Recipe 1031,Italian,"pasta,cheese,cream",Blend and simmer
1032,Recipe 1032,British,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1033,Recipe 1033,Chinese,"tomato,onion,garlic",Boil and mix ingredients
1034,Recipe 1034,American,"fish,lemon,herbs",Simmer for 45 minutes
1035,Recipe 1035,Mexican,"beans,corn,tomato",Stir fry on high heat
1036,Recipe 1036,French,"chicken,onion,spices",Bake until golden
1037,Recipe 1037,Japanese,"beef,potato,carrot",Blend and simmer
1038,Recipe 1038,Thai,"pasta,cheese,cream",Cook slowly for 30 minutes
1039,Recipe 1039,Mediterranean,"rice,vegetables,soy sauce",Boil and mix ingredients
1040,Recipe 1040,Indian,"tomato,onion,garlic",Simmer for 45 minutes
1041,Recipe 1041,Italian,"fish,lemon,herbs",Stir fry on high heat
1042,Recipe 1042,British,"beans,corn,tomato",Bake until golden
1043,Recipe 1043,Chinese,"chicken,onion,spices",Blend and simmer
1044,Recipe 1044,American,"beef,potato,carrot",Cook slowly for 30 minutes
1045,Recipe 1045,Mexican,"pasta,cheese,cream",Boil and mix ingredients
1046,Recipe 1046,French,"rice,vegetables,soy sauce",Simmer for 45 minutes
1047,Recipe 1047,Japanese,"tomato,onion,garlic",Stir fry on high heat
1048,Recipe 1048,Thai,"fish,lemon,herbs",Bake until golden
1049,Recipe 1049,Mediterranean,"beans,corn,tomato",Blend and simmer
1050,Recipe 1050,Indian,"chicken,onion,spices",Cook slowly for 30 minutes
1051,Recipe 1051,Italian,"beef,potato,carrot",Boil and mix ingredients
1052,Recipe 1052,British,"pasta,cheese,cream",Simmer for 45 minutes
1053,Recipe 1053,Chinese,"rice,vegetables,soy sauce",Stir fry on high heat
1054,Recipe 1054,American,"tomato,onion,garlic",Bake until golden
1055,Recipe 1055,Mexican,"fish,lemon,herbs",Blend and simmer
1056,Recipe 1056,French,"beans,corn,tomato",Cook slowly for 30 minutes
1057,Recipe 1057,Japanese,"chicken,onion,spices",Boil and mix ingredients
1058,Recipe 1058,Thai,"beef,potato,carrot",Simmer for 45 minutes
1059,Recipe 1059,Mediterranean,"pasta,cheese,cream",Stir fry on high heat
1060,Recipe 1060,Indian,"rice,vegetables,soy sauce",Bake until golden
1061,Recipe 1061,Italian,"tomato,onion,garlic",Blend and simmer
1062,Recipe 1062,British,"fish,lemon,herbs",Cook slowly for 30 minutes
1063,Recipe 1063,Chinese,"beans,corn,tomato",Boil and mix ingredients
1064,Recipe 1064,American,"chicken,onion,spices",Simmer for 45 minutes
1065,Recipe 1065,Mexican,"beef,potato,carrot",Stir fry on high heat
1066,Recipe 1066,French,"pasta,cheese,cream",Bake until golden
1067,Recipe 1067,Japanese,"rice,vegetables,soy sauce",Blend and simmer
1068,Recipe 1068,Thai,"tomato,onion,garlic",Cook slowly for 30 minutes
1069,Recipe 1069,Mediterranean,"fish,lemon,herbs",Boil and mix ingredients
1070,Recipe 1070,Indian,"beans,corn,tomato",Simmer for 45 minutes
1071,Recipe 1071,Italian,"chicken,onion,spices",Stir fry on high heat
1072,Recipe 1072,British,"beef,potato,carrot",Bake until golden
1073,Recipe 1073,Chinese,"pasta,cheese,cream",Blend and simmer
1074,Recipe 1074,American,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1075,Recipe 1075,Mexican,"tomato,onion,garlic",Boil and mix ingredients
1076,Recipe 1076,French,"fish,lemon,herbs",Simmer for 45 minutes
1077,Recipe 1077,Japanese,"beans,corn,tomato",Stir fry on high heat
1078,Recipe 1078,Thai,"chicken,onion,spices",Bake until golden
1079,Recipe 1079,Mediterranean,"beef,potato,carrot",Blend and simmer
1080,Recipe 1080,Indian,"pasta,cheese,cream",Cook slowly for 30 minutes
1081,Recipe 1081,Italian,"rice,vegetables,soy sauce",Boil and mix ingredients
1082,Recipe 1082,British,"tomato,onion,garlic",Simmer for 45 minutes
1083,Recipe 1083,Chinese,"fish,lemon,herbs",Stir fry on high heat
1084,Recipe 1084,American,"beans,corn,tomato",Bake until golden
1085,Recipe 1085,Mexican,"chicken,onion,spices",Blend and simmer
1086,Recipe 1086,French,"beef,potato,carrot",Cook slowly for 30 minutes
1087,Recipe 1087,Japanese,"pasta,cheese,cream",Boil and mix ingredients
1088,Recipe 1088,Thai,"rice,vegetables,soy sauce",Simmer for 45 minutes
1089,Recipe 1089,Mediterranean,"tomato,onion,garlic",Stir fry on high heat
1090,Recipe 1090,Indian,"fish,lemon,herbs",Bake until golden
1091,Recipe 1091,Italian,"beans,corn,tomato",Blend and simmer
1092,Recipe 1092,British,"chicken,onion,spices",Cook slowly for 30 minutes
1093,Recipe 1093,Chinese,"beef,potato,carrot",Boil and mix ingredients
1094,Recipe 1094,American,"pasta,cheese,cream",Simmer for 45 minutes
1095,Recipe 1095,Mexican,"rice,vegetables,soy sauce",Stir fry on high heat
1096,Recipe 1096,French,"tomato,onion,garlic",Bake until golden
1097,Recipe 1097,Japanese,"fish,lemon,herbs",Blend and simmer
1098,Recipe 1098,Thai,"beans,corn,tomato",Cook slowly for 30 minutes
1099,Recipe 1099,Mediterranean,"chicken,onion,spices",Boil and mix ingredients
1100,Recipe 1100,Indian,"beef,potato,carrot",Simmer for 45 minutes
1101,Recipe 1101,Italian,"pasta,cheese,cream",Stir fry on high heat
1102,Recipe 1102,British,"rice,vegetables,soy sauce",Bake until golden
1103,Recipe 1103,Chinese,"tomato,onion,garlic",Blend and simmer
1104,Recipe 1104,American,"fish,lemon,herbs",Cook slowly for 30 minutes
1105,Recipe 1105,Mexican,"beans,corn,tomato",Boil and mix ingredients
1106,Recipe 1106,French,"chicken,onion,spices",Simmer for 45 minutes
1107,Recipe 1107,Japanese,"beef,potato,carrot",Stir fry on high heat
1108,Recipe 1108,Thai,"pasta,cheese,cream",Bake until golden
1109,Recipe 1109,Mediterranean,"rice,vegetables,soy sauce",Blend and simmer
1110,Recipe 1110,Indian,"tomato,onion,garlic",Cook slowly for 30 minutes
1111,Recipe 1111,Italian,"fish,lemon,herbs",Boil and mix ingredients
1112,Recipe 1112,British,"beans,corn,tomato",Simmer for 45 minutes
1113,Recipe 1113,Chinese,"chicken,onion,spices",Stir fry on high heat
1114,Recipe 1114,American,"beef,potato,carrot",Bake until golden
1115,Recipe 1115,Mexican,"pasta,cheese,cream",Blend and simmer
1116,Recipe 1116,French,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1117,Recipe 1117,Japanese,"tomato,onion,garlic",Boil and mix ingredients
1118,Recipe 1118,Thai,"fish,lemon,herbs",Simmer for 45 minutes
1119,Recipe 1119,Mediterranean,"beans,corn,tomato",Stir fry on high heat
1120,Recipe 1120,Indian,"chicken,onion,spices",Bake until golden
1121,Recipe 1121,Italian,"beef,potato,carrot",Blend and simmer
1122,Recipe 1122,British,"pasta,cheese,cream",Cook slowly for 30 minutes
1123,Recipe 1123,Chinese,"rice,vegetables,soy sauce",Boil and mix ingredients
1124,Recipe 1124,American,"tomato,onion,garlic",Simmer for 45 minutes
1125,Recipe 1125,Mexican,"fish,lemon,herbs",Stir fry on high heat
1126,Recipe 1126,French,"beans,corn,tomato",Bake until golden
1127,Recipe 1127,Japanese,"chicken,onion,spices",Blend and simmer
1128,Recipe 1128,Thai,"beef,potato,carrot",Cook slowly for 30 minutes
1129,Recipe 1129,Mediterranean,"pasta,cheese,cream",Boil and mix ingredients
1130,Recipe 1130,Indian,"rice,vegetables,soy sauce",Simmer for 45 minutes
1131,Recipe 1131,Italian,"tomato,onion,garlic",Stir fry on high heat
1132,Recipe 1132,British,"fish,lemon,herbs",Bake until golden
1133,Recipe 1133,Chinese,"beans,corn,tomato",Blend and simmer
1134,Recipe 1134,American,"chicken,onion,spices",Cook slowly for 30 minutes
1135,Recipe 1135,Mexican,"beef,potato,carrot",Boil and mix ingredients
1136,Recipe 1136,French,"pasta,cheese,cream",Simmer for 45 minutes
1137,Recipe 1137,Japanese,"rice,vegetables,soy sauce",Stir fry on high heat
1138,Recipe 1138,Thai,"tomato,onion,garlic",Bake until golden
1139,Recipe 1139,Mediterranean,"fish,lemon,herbs",Blend and simmer
1140,Recipe 1140,Indian,"beans,corn,tomato",Cook slowly for 30 minutes
1141,Recipe 1141,Italian,"chicken,onion,spices",Boil and mix ingredients
1142,Recipe 1142,British,"beef,potato,carrot",Simmer for 45 minutes
1143,Recipe 1143,Chinese,"pasta,cheese,cream",Stir fry on high heat
1144,Recipe 1144,American,"rice,vegetables,soy sauce",Bake until golden
1145,Recipe 1145,Mexican,"tomato,onion,garlic",Blend and simmer
1146,Recipe 1146,French,"fish,lemon,herbs",Cook slowly for 30 minutes
1147,Recipe 1147,Japanese,"beans,corn,tomato",Boil and mix ingredients
1148,Recipe 1148,Thai,"chicken,onion,spices",Simmer for 45 minutes
1149,Recipe 1149,Mediterranean,"beef,potato,carrot",Stir fry on high heat
1150,Recipe 1150,Indian,"pasta,cheese,cream",Bake until golden
1151,Recipe 1151,Italian,"rice,vegetables,soy sauce",Blend and simmer
1152,Recipe 1152,British,"tomato,onion,garlic",Cook slowly for 30 minutes
1153,Recipe 1153,Chinese,"fish,lemon,herbs",Boil and mix ingredients
1154,Recipe 1154,American,"beans,corn,tomato",Simmer for 45 minutes
1155,Recipe 1155,Mexican,"chicken,onion,spices",Stir fry on high heat
1156,Recipe 1156,French,"beef,potato,carrot",Bake until golden
1157,Recipe 1157,Japanese,"pasta,cheese,cream",Blend and simmer
1158,Recipe 1158,Thai,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1159,Recipe 1159,Mediterranean,"tomato,onion,garlic",Boil and mix ingredients
1160,Recipe 1160,Indian,"fish,lemon,herbs",Simmer for 45 minutes
1161,Recipe 1161,Italian,"beans,corn,tomato",Stir fry on high heat
1162,Recipe 1162,British,"chicken,onion,spices",Bake until golden
1163,Recipe 1163,Chinese,"beef,potato,carrot",Blend and simmer
1164,Recipe 1164,American,"pasta,cheese,cream",Cook slowly for 30 minutes
1165,Recipe 1165,Mexican,"rice,vegetables,soy sauce",Boil and mix ingredients
1166,Recipe 1166,French,"tomato,onion,garlic",Simmer for 45 minutes
1167,Recipe 1167,Japanese,"fish,lemon,herbs",Stir fry on high heat
1168,Recipe 1168,Thai,"beans,corn,tomato",Bake until golden
1169,Recipe 1169,Mediterranean,"chicken,onion,spices",Blend and simmer
1170,Recipe 1170,Indian,"beef,potato,carrot",Cook slowly for 30 minutes
1171,Recipe 1171,Italian,"pasta,cheese,cream",Boil and mix ingredients
1172,Recipe 1172,British,"rice,vegetables,soy sauce",Simmer for 45 minutes
1173,Recipe 1173,Chinese,"tomato,onion,garlic",Stir fry on high heat
1174,Recipe 1174,American,"fish,lemon,herbs",Bake until golden
